item,family,wave,question_text,option_code,option_label,option_position,n_options,option_text,paired_coverage,entropy_nats
CC20_361,CC20_361,source_pre,[CC20_361] {single} How long have you lived at your present address? (Allows one selection) ◯ [1] Less than 1 month ◯ [2] 2 to 6 months ◯ [3] 7 to 11 months ◯ [4] 1 to 2 years ◯ [5] 3 to 4 years ◯ [6] 5 or more years [urbancity] {single} How would you describe the place where you live? (Allows one selection) ◯ [1] City ◯ [2] Suburb ◯ [3] Town ◯ [4] Rural area ◯ [5] Other,3,7 to 11 months,2,6,Question: [CC20_361] {single} How long have you lived at your present address? (Allows one selection) ◯ [1] Less than 1 month ◯ [2] 2 to 6 months ◯ [3] 7 to 11 months ◯ [4] 1 to 2 years ◯ [5] 3 to 4 years ◯ [6] 5 or more years [urbancity] {single} How would you describe the place where you live? (Allows one selection) ◯ [1] City ◯ [2] Suburb ◯ [3] Town ◯ [4] Rural area ◯ [5] Other Response option: 7 to 11 months,0.9986227231285524,1.1349638521113676
CC20_361,CC20_361,source_pre,[CC20_361] {single} How long have you lived at your present address? (Allows one selection) ◯ [1] Less than 1 month ◯ [2] 2 to 6 months ◯ [3] 7 to 11 months ◯ [4] 1 to 2 years ◯ [5] 3 to 4 years ◯ [6] 5 or more years [urbancity] {single} How would you describe the place where you live? (Allows one selection) ◯ [1] City ◯ [2] Suburb ◯ [3] Town ◯ [4] Rural area ◯ [5] Other,4,1 to 2 years,3,6,Question: [CC20_361] {single} How long have you lived at your present address? (Allows one selection) ◯ [1] Less than 1 month ◯ [2] 2 to 6 months ◯ [3] 7 to 11 months ◯ [4] 1 to 2 years ◯ [5] 3 to 4 years ◯ [6] 5 or more years [urbancity] {single} How would you describe the place where you live? (Allows one selection) ◯ [1] City ◯ [2] Suburb ◯ [3] Town ◯ [4] Rural area ◯ [5] Other Response option: 1 to 2 years,0.9986227231285524,1.1349638521113676
CC20_361,CC20_361,source_pre,[CC20_361] {single} How long have you lived at your present address? (Allows one selection) ◯ [1] Less than 1 month ◯ [2] 2 to 6 months ◯ [3] 7 to 11 months ◯ [4] 1 to 2 years ◯ [5] 3 to 4 years ◯ [6] 5 or more years [urbancity] {single} How would you describe the place where you live? (Allows one selection) ◯ [1] City ◯ [2] Suburb ◯ [3] Town ◯ [4] Rural area ◯ [5] Other,5,3 to 4 years,4,6,Question: [CC20_361] {single} How long have you lived at your present address? (Allows one selection) ◯ [1] Less than 1 month ◯ [2] 2 to 6 months ◯ [3] 7 to 11 months ◯ [4] 1 to 2 years ◯ [5] 3 to 4 years ◯ [6] 5 or more years [urbancity] {single} How would you describe the place where you live? (Allows one selection) ◯ [1] City ◯ [2] Suburb ◯ [3] Town ◯ [4] Rural area ◯ [5] Other Response option: 3 to 4 years,0.9986227231285524,1.1349638521113676
CC20_361,CC20_361,source_pre,[CC20_361] {single} How long have you lived at your present address? (Allows one selection) ◯ [1] Less than 1 month ◯ [2] 2 to 6 months ◯ [3] 7 to 11 months ◯ [4] 1 to 2 years ◯ [5] 3 to 4 years ◯ [6] 5 or more years [urbancity] {single} How would you describe the place where you live? (Allows one selection) ◯ [1] City ◯ [2] Suburb ◯ [3] Town ◯ [4] Rural area ◯ [5] Other,6,5 or more years varlabel: None [urbancity] {single} How would you describe the place where you live? (Allows one selection),5,6,Question: [CC20_361] {single} How long have you lived at your present address? (Allows one selection) ◯ [1] Less than 1 month ◯ [2] 2 to 6 months ◯ [3] 7 to 11 months ◯ [4] 1 to 2 years ◯ [5] 3 to 4 years ◯ [6] 5 or more years [urbancity] {single} How would you describe the place where you live? (Allows one selection) ◯ [1] City ◯ [2] Suburb ◯ [3] Town ◯ [4] Rural area ◯ [5] Other Response option: 5 or more years varlabel: None [urbancity] {single} How would you describe the place where you live? (Allows one selection),0.9986227231285524,1.1349638521113676
CC20_363,CC20_363,source_pre,"[CC20_363] {single} Do you intend to vote in the 2020 general election on November 3rd? (Allows one selection) ◯ [1] Yes, definitely ◯ [2] Probably ◯ [3] I already voted (early or absentee) ◯ [4] I plan to vote before November 3rd ◯ [5] No ◯ [6] Undecided",1,"Yes, definitely",0,6,"Question: [CC20_363] {single} Do you intend to vote in the 2020 general election on November 3rd? (Allows one selection) ◯ [1] Yes, definitely ◯ [2] Probably ◯ [3] I already voted (early or absentee) ◯ [4] I plan to vote before November 3rd ◯ [5] No ◯ [6] Undecided Response option: Yes, definitely",0.9991658745708134,1.1535074702103736
CC20_363,CC20_363,source_pre,"[CC20_363] {single} Do you intend to vote in the 2020 general election on November 3rd? (Allows one selection) ◯ [1] Yes, definitely ◯ [2] Probably ◯ [3] I already voted (early or absentee) ◯ [4] I plan to vote before November 3rd ◯ [5] No ◯ [6] Undecided",2,Probably,1,6,"Question: [CC20_363] {single} Do you intend to vote in the 2020 general election on November 3rd? (Allows one selection) ◯ [1] Yes, definitely ◯ [2] Probably ◯ [3] I already voted (early or absentee) ◯ [4] I plan to vote before November 3rd ◯ [5] No ◯ [6] Undecided Response option: Probably",0.9991658745708134,1.1535074702103736
CC20_363,CC20_363,source_pre,"[CC20_363] {single} Do you intend to vote in the 2020 general election on November 3rd? (Allows one selection) ◯ [1] Yes, definitely ◯ [2] Probably ◯ [3] I already voted (early or absentee) ◯ [4] I plan to vote before November 3rd ◯ [5] No ◯ [6] Undecided",3,I already voted (early or absentee),2,6,"Question: [CC20_363] {single} Do you intend to vote in the 2020 general election on November 3rd? (Allows one selection) ◯ [1] Yes, definitely ◯ [2] Probably ◯ [3] I already voted (early or absentee) ◯ [4] I plan to vote before November 3rd ◯ [5] No ◯ [6] Undecided Response option: I already voted (early or absentee)",0.9991658745708134,1.1535074702103736
CC20_363,CC20_363,source_pre,"[CC20_363] {single} Do you intend to vote in the 2020 general election on November 3rd? (Allows one selection) ◯ [1] Yes, definitely ◯ [2] Probably ◯ [3] I already voted (early or absentee) ◯ [4] I plan to vote before November 3rd ◯ [5] No ◯ [6] Undecided",4,I plan to vote before November 3rd,3,6,"Question: [CC20_363] {single} Do you intend to vote in the 2020 general election on November 3rd? (Allows one selection) ◯ [1] Yes, definitely ◯ [2] Probably ◯ [3] I already voted (early or absentee) ◯ [4] I plan to vote before November 3rd ◯ [5] No ◯ [6] Undecided Response option: I plan to vote before November 3rd",0.9991658745708134,1.1535074702103736
CC20_363,CC20_363,source_pre,"[CC20_363] {single} Do you intend to vote in the 2020 general election on November 3rd? (Allows one selection) ◯ [1] Yes, definitely ◯ [2] Probably ◯ [3] I already voted (early or absentee) ◯ [4] I plan to vote before November 3rd ◯ [5] No ◯ [6] Undecided",5,No,4,6,"Question: [CC20_363] {single} Do you intend to vote in the 2020 general election on November 3rd? (Allows one selection) ◯ [1] Yes, definitely ◯ [2] Probably ◯ [3] I already voted (early or absentee) ◯ [4] I plan to vote before November 3rd ◯ [5] No ◯ [6] Undecided Response option: No",0.9991658745708134,1.1535074702103736
CC20_363,CC20_363,source_pre,"[CC20_363] {single} Do you intend to vote in the 2020 general election on November 3rd? (Allows one selection) ◯ [1] Yes, definitely ◯ [2] Probably ◯ [3] I already voted (early or absentee) ◯ [4] I plan to vote before November 3rd ◯ [5] No ◯ [6] Undecided",6,Undecided varlabel: None,5,6,"Question: [CC20_363] {single} Do you intend to vote in the 2020 general election on November 3rd? (Allows one selection) ◯ [1] Yes, definitely ◯ [2] Probably ◯ [3] I already voted (early or absentee) ◯ [4] I plan to vote before November 3rd ◯ [5] No ◯ [6] Undecided Response option: Undecided varlabel: None",0.9991658745708134,1.1535074702103736
CC20_401,CC20_401,target_post,"CC20_401- Show if askvote == 1 or int(statefips) == 38 SINGLE CHOICE Which of the following statements best describes you? in 2020 1 ○ I did not vote in the election this November. 2 ○ I thought about voting this time – but didn't. 3 ○ I usually vote, but didn't this time. 4 ○ I attempted to vote but did not or could not. 5 ○ I definitely voted in the November 2020",1,I did not vote in the election this November.,0,5,"Question: CC20_401- Show if askvote == 1 or int(statefips) == 38 SINGLE CHOICE Which of the following statements best describes you? in 2020 1 ○ I did not vote in the election this November. 2 ○ I thought about voting this time – but didn't. 3 ○ I usually vote, but didn't this time. 4 ○ I attempted to vote but did not or could not. 5 ○ I definitely voted in the November 2020 Response option: I did not vote in the election this November.",0.940078756959128,0.2940879593805904
CC20_401,CC20_401,target_post,"CC20_401- Show if askvote == 1 or int(statefips) == 38 SINGLE CHOICE Which of the following statements best describes you? in 2020 1 ○ I did not vote in the election this November. 2 ○ I thought about voting this time – but didn't. 3 ○ I usually vote, but didn't this time. 4 ○ I attempted to vote but did not or could not. 5 ○ I definitely voted in the November 2020",2,I thought about voting this time – but didn't.,1,5,"Question: CC20_401- Show if askvote == 1 or int(statefips) == 38 SINGLE CHOICE Which of the following statements best describes you? in 2020 1 ○ I did not vote in the election this November. 2 ○ I thought about voting this time – but didn't. 3 ○ I usually vote, but didn't this time. 4 ○ I attempted to vote but did not or could not. 5 ○ I definitely voted in the November 2020 Response option: I thought about voting this time – but didn't.",0.940078756959128,0.2940879593805904
CC20_401,CC20_401,target_post,"CC20_401- Show if askvote == 1 or int(statefips) == 38 SINGLE CHOICE Which of the following statements best describes you? in 2020 1 ○ I did not vote in the election this November. 2 ○ I thought about voting this time – but didn't. 3 ○ I usually vote, but didn't this time. 4 ○ I attempted to vote but did not or could not. 5 ○ I definitely voted in the November 2020",3,"I usually vote, but didn't this time.",2,5,"Question: CC20_401- Show if askvote == 1 or int(statefips) == 38 SINGLE CHOICE Which of the following statements best describes you? in 2020 1 ○ I did not vote in the election this November. 2 ○ I thought about voting this time – but didn't. 3 ○ I usually vote, but didn't this time. 4 ○ I attempted to vote but did not or could not. 5 ○ I definitely voted in the November 2020 Response option: I usually vote, but didn't this time.",0.940078756959128,0.2940879593805904
CC20_401,CC20_401,target_post,"CC20_401- Show if askvote == 1 or int(statefips) == 38 SINGLE CHOICE Which of the following statements best describes you? in 2020 1 ○ I did not vote in the election this November. 2 ○ I thought about voting this time – but didn't. 3 ○ I usually vote, but didn't this time. 4 ○ I attempted to vote but did not or could not. 5 ○ I definitely voted in the November 2020",4,I attempted to vote but did not or could not.,3,5,"Question: CC20_401- Show if askvote == 1 or int(statefips) == 38 SINGLE CHOICE Which of the following statements best describes you? in 2020 1 ○ I did not vote in the election this November. 2 ○ I thought about voting this time – but didn't. 3 ○ I usually vote, but didn't this time. 4 ○ I attempted to vote but did not or could not. 5 ○ I definitely voted in the November 2020 Response option: I attempted to vote but did not or could not.",0.940078756959128,0.2940879593805904
CC20_401,CC20_401,target_post,"CC20_401- Show if askvote == 1 or int(statefips) == 38 SINGLE CHOICE Which of the following statements best describes you? in 2020 1 ○ I did not vote in the election this November. 2 ○ I thought about voting this time – but didn't. 3 ○ I usually vote, but didn't this time. 4 ○ I attempted to vote but did not or could not. 5 ○ I definitely voted in the November 2020",5,I definitely voted in the November 2020,4,5,"Question: CC20_401- Show if askvote == 1 or int(statefips) == 38 SINGLE CHOICE Which of the following statements best describes you? in 2020 1 ○ I did not vote in the election this November. 2 ○ I thought about voting this time – but didn't. 3 ○ I usually vote, but didn't this time. 4 ○ I attempted to vote but did not or could not. 5 ○ I definitely voted in the November 2020 Response option: I definitely voted in the November 2020",0.940078756959128,0.2940879593805904
CC20_403,CC20_403,target_post,"CC20_403- Show if CC20_401 in [4,5] SINGLE CHOICE Did you vote in person _on_ Election Day, in person _before_ Election Day, or by mail (that is, absentee or vote by mail)? in person or by mail 1 ○ In person on election day (Did you vote at a precinct polling place or at a vote center? [CC20_403b]) 2 ○ In person before election day (early) 3 ○ Voted by mail (or absentee) 4 ○ Don't know 8 Skipped 9 Not Asked Page: implicit_page_CC20_403c",1,In person on election day (Did you vote at a precinct polling place or at a vote center? [CC20_403b]),0,4,"Question: CC20_403- Show if CC20_401 in [4,5] SINGLE CHOICE Did you vote in person _on_ Election Day, in person _before_ Election Day, or by mail (that is, absentee or vote by mail)? in person or by mail 1 ○ In person on election day (Did you vote at a precinct polling place or at a vote center? [CC20_403b]) 2 ○ In person before election day (early) 3 ○ Voted by mail (or absentee) 4 ○ Don't know 8 Skipped 9 Not Asked Page: implicit_page_CC20_403c Response option: In person on election day (Did you vote at a precinct polling place or at a vote center? [CC20_403b])",0.8932901398614964,1.08689703379166
CC20_403,CC20_403,target_post,"CC20_403- Show if CC20_401 in [4,5] SINGLE CHOICE Did you vote in person _on_ Election Day, in person _before_ Election Day, or by mail (that is, absentee or vote by mail)? in person or by mail 1 ○ In person on election day (Did you vote at a precinct polling place or at a vote center? [CC20_403b]) 2 ○ In person before election day (early) 3 ○ Voted by mail (or absentee) 4 ○ Don't know 8 Skipped 9 Not Asked Page: implicit_page_CC20_403c",2,In person before election day (early),1,4,"Question: CC20_403- Show if CC20_401 in [4,5] SINGLE CHOICE Did you vote in person _on_ Election Day, in person _before_ Election Day, or by mail (that is, absentee or vote by mail)? in person or by mail 1 ○ In person on election day (Did you vote at a precinct polling place or at a vote center? [CC20_403b]) 2 ○ In person before election day (early) 3 ○ Voted by mail (or absentee) 4 ○ Don't know 8 Skipped 9 Not Asked Page: implicit_page_CC20_403c Response option: In person before election day (early)",0.8932901398614964,1.08689703379166
CC20_403,CC20_403,target_post,"CC20_403- Show if CC20_401 in [4,5] SINGLE CHOICE Did you vote in person _on_ Election Day, in person _before_ Election Day, or by mail (that is, absentee or vote by mail)? in person or by mail 1 ○ In person on election day (Did you vote at a precinct polling place or at a vote center? [CC20_403b]) 2 ○ In person before election day (early) 3 ○ Voted by mail (or absentee) 4 ○ Don't know 8 Skipped 9 Not Asked Page: implicit_page_CC20_403c",3,Voted by mail (or absentee),2,4,"Question: CC20_403- Show if CC20_401 in [4,5] SINGLE CHOICE Did you vote in person _on_ Election Day, in person _before_ Election Day, or by mail (that is, absentee or vote by mail)? in person or by mail 1 ○ In person on election day (Did you vote at a precinct polling place or at a vote center? [CC20_403b]) 2 ○ In person before election day (early) 3 ○ Voted by mail (or absentee) 4 ○ Don't know 8 Skipped 9 Not Asked Page: implicit_page_CC20_403c Response option: Voted by mail (or absentee)",0.8932901398614964,1.08689703379166
CC20_403,CC20_403,target_post,"CC20_403- Show if CC20_401 in [4,5] SINGLE CHOICE Did you vote in person _on_ Election Day, in person _before_ Election Day, or by mail (that is, absentee or vote by mail)? in person or by mail 1 ○ In person on election day (Did you vote at a precinct polling place or at a vote center? [CC20_403b]) 2 ○ In person before election day (early) 3 ○ Voted by mail (or absentee) 4 ○ Don't know 8 Skipped 9 Not Asked Page: implicit_page_CC20_403c",4,Don't know,3,4,"Question: CC20_403- Show if CC20_401 in [4,5] SINGLE CHOICE Did you vote in person _on_ Election Day, in person _before_ Election Day, or by mail (that is, absentee or vote by mail)? in person or by mail 1 ○ In person on election day (Did you vote at a precinct polling place or at a vote center? [CC20_403b]) 2 ○ In person before election day (early) 3 ○ Voted by mail (or absentee) 4 ○ Don't know 8 Skipped 9 Not Asked Page: implicit_page_CC20_403c Response option: Don't know",0.8932901398614964,1.08689703379166
CC20_410,CC20_410,target_post,CC20_410 SINGLE CHOICE For whom did you vote for President of the United States? Pres vote order randomize 1 ○ Joe Biden (Democrat) 2 ○ Donald J. Trump (Republican) 4 ○ Other (open [CC20_410_t]) Not randomized 5 ○ I did not vote in this race Not randomized 6 ○ I did not vote Not randomized 7 ○ Not sure Not randomized 98 Skipped 99 Not Asked Page: implicit_page_CC20_411 CC20_411- Show if (SenCand1Name,1,Joe Biden (Democrat),0,6,Question: CC20_410 SINGLE CHOICE For whom did you vote for President of the United States? Pres vote order randomize 1 ○ Joe Biden (Democrat) 2 ○ Donald J. Trump (Republican) 4 ○ Other (open [CC20_410_t]) Not randomized 5 ○ I did not vote in this race Not randomized 6 ○ I did not vote Not randomized 7 ○ Not sure Not randomized 98 Skipped 99 Not Asked Page: implicit_page_CC20_411 CC20_411- Show if (SenCand1Name Response option: Joe Biden (Democrat),0.8855502318092763,0.8346931356876407
CC20_410,CC20_410,target_post,CC20_410 SINGLE CHOICE For whom did you vote for President of the United States? Pres vote order randomize 1 ○ Joe Biden (Democrat) 2 ○ Donald J. Trump (Republican) 4 ○ Other (open [CC20_410_t]) Not randomized 5 ○ I did not vote in this race Not randomized 6 ○ I did not vote Not randomized 7 ○ Not sure Not randomized 98 Skipped 99 Not Asked Page: implicit_page_CC20_411 CC20_411- Show if (SenCand1Name,2,Donald J. Trump (Republican),1,6,Question: CC20_410 SINGLE CHOICE For whom did you vote for President of the United States? Pres vote order randomize 1 ○ Joe Biden (Democrat) 2 ○ Donald J. Trump (Republican) 4 ○ Other (open [CC20_410_t]) Not randomized 5 ○ I did not vote in this race Not randomized 6 ○ I did not vote Not randomized 7 ○ Not sure Not randomized 98 Skipped 99 Not Asked Page: implicit_page_CC20_411 CC20_411- Show if (SenCand1Name Response option: Donald J. Trump (Republican),0.8855502318092763,0.8346931356876407
CC20_410,CC20_410,target_post,CC20_410 SINGLE CHOICE For whom did you vote for President of the United States? Pres vote order randomize 1 ○ Joe Biden (Democrat) 2 ○ Donald J. Trump (Republican) 4 ○ Other (open [CC20_410_t]) Not randomized 5 ○ I did not vote in this race Not randomized 6 ○ I did not vote Not randomized 7 ○ Not sure Not randomized 98 Skipped 99 Not Asked Page: implicit_page_CC20_411 CC20_411- Show if (SenCand1Name,4,Other (open [CC20_410_t]) Not randomized,2,6,Question: CC20_410 SINGLE CHOICE For whom did you vote for President of the United States? Pres vote order randomize 1 ○ Joe Biden (Democrat) 2 ○ Donald J. Trump (Republican) 4 ○ Other (open [CC20_410_t]) Not randomized 5 ○ I did not vote in this race Not randomized 6 ○ I did not vote Not randomized 7 ○ Not sure Not randomized 98 Skipped 99 Not Asked Page: implicit_page_CC20_411 CC20_411- Show if (SenCand1Name Response option: Other (open [CC20_410_t]) Not randomized,0.8855502318092763,0.8346931356876407
CC20_410,CC20_410,target_post,CC20_410 SINGLE CHOICE For whom did you vote for President of the United States? Pres vote order randomize 1 ○ Joe Biden (Democrat) 2 ○ Donald J. Trump (Republican) 4 ○ Other (open [CC20_410_t]) Not randomized 5 ○ I did not vote in this race Not randomized 6 ○ I did not vote Not randomized 7 ○ Not sure Not randomized 98 Skipped 99 Not Asked Page: implicit_page_CC20_411 CC20_411- Show if (SenCand1Name,5,I did not vote in this race Not randomized,3,6,Question: CC20_410 SINGLE CHOICE For whom did you vote for President of the United States? Pres vote order randomize 1 ○ Joe Biden (Democrat) 2 ○ Donald J. Trump (Republican) 4 ○ Other (open [CC20_410_t]) Not randomized 5 ○ I did not vote in this race Not randomized 6 ○ I did not vote Not randomized 7 ○ Not sure Not randomized 98 Skipped 99 Not Asked Page: implicit_page_CC20_411 CC20_411- Show if (SenCand1Name Response option: I did not vote in this race Not randomized,0.8855502318092763,0.8346931356876407
CC20_410,CC20_410,target_post,CC20_410 SINGLE CHOICE For whom did you vote for President of the United States? Pres vote order randomize 1 ○ Joe Biden (Democrat) 2 ○ Donald J. Trump (Republican) 4 ○ Other (open [CC20_410_t]) Not randomized 5 ○ I did not vote in this race Not randomized 6 ○ I did not vote Not randomized 7 ○ Not sure Not randomized 98 Skipped 99 Not Asked Page: implicit_page_CC20_411 CC20_411- Show if (SenCand1Name,6,I did not vote Not randomized,4,6,Question: CC20_410 SINGLE CHOICE For whom did you vote for President of the United States? Pres vote order randomize 1 ○ Joe Biden (Democrat) 2 ○ Donald J. Trump (Republican) 4 ○ Other (open [CC20_410_t]) Not randomized 5 ○ I did not vote in this race Not randomized 6 ○ I did not vote Not randomized 7 ○ Not sure Not randomized 98 Skipped 99 Not Asked Page: implicit_page_CC20_411 CC20_411- Show if (SenCand1Name Response option: I did not vote Not randomized,0.8855502318092763,0.8346931356876407
CC20_410,CC20_410,target_post,CC20_410 SINGLE CHOICE For whom did you vote for President of the United States? Pres vote order randomize 1 ○ Joe Biden (Democrat) 2 ○ Donald J. Trump (Republican) 4 ○ Other (open [CC20_410_t]) Not randomized 5 ○ I did not vote in this race Not randomized 6 ○ I did not vote Not randomized 7 ○ Not sure Not randomized 98 Skipped 99 Not Asked Page: implicit_page_CC20_411 CC20_411- Show if (SenCand1Name,7,Not sure Not randomized,5,6,Question: CC20_410 SINGLE CHOICE For whom did you vote for President of the United States? Pres vote order randomize 1 ○ Joe Biden (Democrat) 2 ○ Donald J. Trump (Republican) 4 ○ Other (open [CC20_410_t]) Not randomized 5 ○ I did not vote in this race Not randomized 6 ○ I did not vote Not randomized 7 ○ Not sure Not randomized 98 Skipped 99 Not Asked Page: implicit_page_CC20_411 CC20_411- Show if (SenCand1Name Response option: Not sure Not randomized,0.8855502318092763,0.8346931356876407
CC20_431a,CC20_431,target_post,Show if 6 in CC20_430a OPEN INTEGER TEXTBOX Approximately how much did you contribute to all candidates and committees over the last year? contribute to all candidates/committees min 1 max 1000000 left &dollar; Page: implicit_page_CC20_431a CC20_431a SINGLE CHOICE Did a candidate or political campaign organization contact you during the 2020 election? run for elective office 1 ○ Yes 2 ○ No 8 Skipped 9 Not Asked Page: implicit_page_CC20_431b CC20_431b- Show if CC20_431a == 1 MULTIPLE CHOICE How did these candidates or campaigns contact you? Check all that apply. for office 1 □ In person 2 □ Phone call,1,Yes,0,2,Question: Show if 6 in CC20_430a OPEN INTEGER TEXTBOX Approximately how much did you contribute to all candidates and committees over the last year? contribute to all candidates/committees min 1 max 1000000 left &dollar; Page: implicit_page_CC20_431a CC20_431a SINGLE CHOICE Did a candidate or political campaign organization contact you during the 2020 election? run for elective office 1 ○ Yes 2 ○ No 8 Skipped 9 Not Asked Page: implicit_page_CC20_431b CC20_431b- Show if CC20_431a == 1 MULTIPLE CHOICE How did these candidates or campaigns contact you? Check all that apply. for office 1 □ In person 2 □ Phone call Response option: Yes,0.9986421213943474,0.6574293619214674
CC20_431a,CC20_431,target_post,Show if 6 in CC20_430a OPEN INTEGER TEXTBOX Approximately how much did you contribute to all candidates and committees over the last year? contribute to all candidates/committees min 1 max 1000000 left &dollar; Page: implicit_page_CC20_431a CC20_431a SINGLE CHOICE Did a candidate or political campaign organization contact you during the 2020 election? run for elective office 1 ○ Yes 2 ○ No 8 Skipped 9 Not Asked Page: implicit_page_CC20_431b CC20_431b- Show if CC20_431a == 1 MULTIPLE CHOICE How did these candidates or campaigns contact you? Check all that apply. for office 1 □ In person 2 □ Phone call,2,No,1,2,Question: Show if 6 in CC20_430a OPEN INTEGER TEXTBOX Approximately how much did you contribute to all candidates and committees over the last year? contribute to all candidates/committees min 1 max 1000000 left &dollar; Page: implicit_page_CC20_431a CC20_431a SINGLE CHOICE Did a candidate or political campaign organization contact you during the 2020 election? run for elective office 1 ○ Yes 2 ○ No 8 Skipped 9 Not Asked Page: implicit_page_CC20_431b CC20_431b- Show if CC20_431a == 1 MULTIPLE CHOICE How did these candidates or campaigns contact you? Check all that apply. for office 1 □ In person 2 □ Phone call Response option: No,0.9986421213943474,0.6574293619214674
CC20_433a,CC20_433,target_post,[CC20_433_t]) 8 Skipped 9 Not Asked Page: implicit_page_CC20_433_dem CC20_433_dem- Show if CC20_433a==1 SINGLE CHOICE Would you call yourself a strong Democrat or not so strong Democrat?,1,Democrat,0,4,Question: [CC20_433_t]) 8 Skipped 9 Not Asked Page: implicit_page_CC20_433_dem CC20_433_dem- Show if CC20_433a==1 SINGLE CHOICE Would you call yourself a strong Democrat or not so strong Democrat? Response option: Democrat,1.0,1.22364132788346
CC20_433a,CC20_433,target_post,[CC20_433_t]) 8 Skipped 9 Not Asked Page: implicit_page_CC20_433_dem CC20_433_dem- Show if CC20_433a==1 SINGLE CHOICE Would you call yourself a strong Democrat or not so strong Democrat?,2,Republican,1,4,Question: [CC20_433_t]) 8 Skipped 9 Not Asked Page: implicit_page_CC20_433_dem CC20_433_dem- Show if CC20_433a==1 SINGLE CHOICE Would you call yourself a strong Democrat or not so strong Democrat? Response option: Republican,1.0,1.22364132788346
CC20_433a,CC20_433,target_post,[CC20_433_t]) 8 Skipped 9 Not Asked Page: implicit_page_CC20_433_dem CC20_433_dem- Show if CC20_433a==1 SINGLE CHOICE Would you call yourself a strong Democrat or not so strong Democrat?,3,Independent,2,4,Question: [CC20_433_t]) 8 Skipped 9 Not Asked Page: implicit_page_CC20_433_dem CC20_433_dem- Show if CC20_433a==1 SINGLE CHOICE Would you call yourself a strong Democrat or not so strong Democrat? Response option: Independent,1.0,1.22364132788346
CC20_433a,CC20_433,target_post,[CC20_433_t]) 8 Skipped 9 Not Asked Page: implicit_page_CC20_433_dem CC20_433_dem- Show if CC20_433a==1 SINGLE CHOICE Would you call yourself a strong Democrat or not so strong Democrat?,4,Other (open [CC20_433_t]),3,4,Question: [CC20_433_t]) 8 Skipped 9 Not Asked Page: implicit_page_CC20_433_dem CC20_433_dem- Show if CC20_433a==1 SINGLE CHOICE Would you call yourself a strong Democrat or not so strong Democrat? Response option: Other (open [CC20_433_t]),1.0,1.22364132788346
CC20_440a,CC20_440,target_post,"8 ○ Not sure 98 Skipped 99 Not Asked Page: implicit_page_CC20_440_grid CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree",1,Strongly agree,0,5,"Question: 8 ○ Not sure 98 Skipped 99 Not Asked Page: implicit_page_CC20_440_grid CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree Response option: Strongly agree",0.999437450291944,1.5196935910291782
CC20_440a,CC20_440,target_post,"8 ○ Not sure 98 Skipped 99 Not Asked Page: implicit_page_CC20_440_grid CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree",2,Somewhat agree,1,5,"Question: 8 ○ Not sure 98 Skipped 99 Not Asked Page: implicit_page_CC20_440_grid CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree Response option: Somewhat agree",0.999437450291944,1.5196935910291782
